symbol,yf_symbol,company,sector,marketCap,trailingPE,beta,vol_30d,ret_1m,total_esg,environment_score,social_score,governance_score,source,imputed,label_note
FEDERALBNK.NS,FEDERALBNK.NS,The Federal Bank Limited,Financial Services,579562635264.0,14.754694,0.288,0.01656332788963121,0.21957273338950234,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
FEDFINA.NS,FEDFINA.NS,Fedbank Financial Services Limited,Financial Services,53461938176.0,21.789635,,0.023149572862061134,-0.042470501003044614,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
FEL.NS,FEL.NS,Future Enterprises Limited,Consumer Cyclical,275884000.0,,0.445,0.021842803947433716,-0.18965515115173137,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FELDVR.NS,FELDVR.NS,Future Enterprises Limited,Consumer Cyclical,282620832.0,,0.445,0.02963315152540687,-0.04398829665451198,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FIBERWEB.NS,FIBERWEB.NS,Fiberweb (India) Limited,Consumer Cyclical,1256182400.0,7.32047,-0.192,0.020746543538524793,-0.02850142025486191,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FIEMIND.NS,FIEMIND.NS,Fiem Industries Limited,Consumer Cyclical,55390093312.0,25.918898,0.462,0.019032392872306403,0.04668991977507475,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FILATEX.NS,FILATEX.NS,Filatex India Limited,Consumer Cyclical,27302762496.0,19.190624,0.495,0.024319177029255398,0.1499999642818619,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FILATFASH.NS,FILATFASH.NS,Filatex Fashions Limited,Consumer Cyclical,4250377216.0,Infinity,-0.52,0.0297963217221135,-0.15254233521108174,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FINCABLES.NS,FINCABLES.NS,Finolex Cables Limited,Industrials,120133853184.0,19.385489,0.235,0.009835763885925879,-0.042365132581530074,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
FINEORG.NS,FINEORG.NS,Fine Organic Industries Limited,Basic Materials,138327195648.0,33.41879,-0.157,0.012356562111123468,-0.03442513480785703,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
FINKURVE.NS,FINKURVE.NS,Finkurve Financial Services Limited,Financial Services,16247258112.0,82.86429,0.054,0.038032038197205346,0.02828962053824835,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
FINOPB.NS,FINOPB.NS,Fino Payments Bank Limited,Financial Services,25509713920.0,29.761906,0.611,0.026735575213110232,0.1640060543347428,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
FINPIPE.NS,FINPIPE.NS,Finolex Industries Limited,Industrials,117628043264.0,29.586315,0.51,0.013473874918172665,-0.1031914339592892,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
FIRSTCRY.NS,FIRSTCRY.NS,BRAINBEES SOLUTIONS LTD,Consumer Cyclical,169472180224.0,,,0.01522745416240878,-0.07222076900426311,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FISCHER.NS,FISCHER.NS,Fischer Medical Ventures Limited,Healthcare,70740066304.0,1212.0,-0.09,0.027779558812608074,-0.057216899669832455,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
FIVESTAR.NS,FIVESTAR.NS,Five-Star Business Finance Limited,Financial Services,158237245440.0,14.514865,0.307,0.013308205126696547,0.03288772994417921,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
FLAIR.NS,FLAIR.NS,FLAIR WRITING INDUST LTD,Industrials,32066543616.0,26.319202,,0.019138320471875563,-0.01040823574557681,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
FLEXITUFF.NS,FLEXITUFF.NS,Flexituff Ventures International Limited,Consumer Cyclical,659655808.0,,0.549,0.020440695693087478,-0.16715548966000537,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FLFL.NS,FLFL.NS,Future Lifestyle Fashions Limited,Consumer Cyclical,288538080.0,,0.605,0.038219790042472127,-0.15882358386029682,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FLUOROCHEM.NS,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Basic Materials,394756980736.0,63.423935,-0.402,0.014296644029385006,-0.04994048971414411,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
FMGOETZE.NS,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,Consumer Cyclical,25999755264.0,15.294792,0.144,0.015664246243163635,-0.14960839015016358,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FMNL.NS,FMNL.NS,Future Market Networks Limited,Real Estate,728945472.0,,-0.415,0.03899380814950391,0.030874838341568456,40.0,35.0,40.0,45.0,sector_proxy,True,imputed_from_sector(Real Estate)
FOCUS.NS,FOCUS.NS,Focus Lighting and Fixtures Limited,Consumer Cyclical,5739351552.0,27.154573,-0.214,0.01482850606806147,-0.06607352130709399,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FOODSIN.NS,FOODSIN.NS,Foods and Inns Limited,Consumer Defensive,5929628672.0,14.106645,0.704,0.014548471201634149,-0.10374315744229945,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
FORCEMOT.NS,FORCEMOT.NS,Force Motors Limited,Consumer Cyclical,216530960384.0,25.165785,0.583,0.02495998946676117,-0.07477477477477479,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FORTIS.NS,FORTIS.NS,Fortis Healthcare Limited,Healthcare,798786846720.0,92.15344,0.616,0.02113277063452488,0.11899219491757917,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
FOSECOIND.NS,FOSECOIND.NS,Foseco India Limited,Basic Materials,36217610240.0,44.20109,0.061,0.01772699236669253,-0.014767199444058354,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
FSL.NS,FSL.NS,Firstsource Solutions Limited,Technology,237510295552.0,38.66142,0.378,0.023906603350503458,-0.032103615039536626,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
FUSION.NS,FUSION.NS,Fusion Finance Limited,Financial Services,24933709824.0,,0.399,0.015261957253742948,-0.046827290349734874,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
GABRIEL.NS,GABRIEL.NS,Gabriel India Limited,Consumer Cyclical,184424448000.0,73.87227,0.522,0.028861440867944215,0.023762099839131245,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GAEL.NS,GAEL.NS,Gujarat Ambuja Exports Limited,Consumer Defensive,48628260864.0,20.427744,-0.2,0.016029918032929948,-0.010268914071239865,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GAIL.NS,GAIL.NS,GAIL (India) Limited,Utilities,1174235381760.0,10.088185,0.629,0.011606355862577052,0.023162530600468578,29.32,10.29,10.66,8.37,yahoo,False,yahoo
GALAPREC.NS,GALAPREC.NS,GALA PRECISION ENG LTD,Industrials,9637295104.0,35.519264,,0.01340567053595946,-0.034427711583152054,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
GALAXYSURF.NS,GALAXYSURF.NS,Galaxy Surfactants Limited,Basic Materials,79518720000.0,26.085642,0.288,0.014239770615555725,-4.4539685077227276e-05,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GALLANTT.NS,GALLANTT.NS,Gallantt Ispat Limited,Basic Materials,129236066304.0,28.528002,1.112,0.023956932402536726,-0.19290829963928702,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GANDHAR.NS,GANDHAR.NS,Gandhar Oil Refinery (India) Limited,Energy,13310590976.0,18.21984,,0.008977252055844548,-0.04563965793827207,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Energy)
GANDHITUBE.NS,GANDHITUBE.NS,Gandhi Special Tubes Limited,Industrials,10790975488.0,16.34757,0.899,0.021779048289561724,-0.00033771000460558476,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
GANECOS.NS,GANECOS.NS,Ganesha Ecosphere Limited,Consumer Cyclical,32525279232.0,34.497726,0.294,0.013914099598653315,0.017407252768290915,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GANESHBE.NS,GANESHBE.NS,Ganesh Benzoplast Limited,Basic Materials,6188931072.0,15.546112,-0.454,0.013844338129549032,-0.03458732987650237,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GANESHCP.NS,GANESHCP.NS,GANESH CONSUMER PRODUCT L,Consumer Defensive,11453028352.0,32.277905,,0.024719569361069484,-0.03221285354654069,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GANESHHOU.NS,GANESHHOU.NS,Ganesh Housing Limited,Real Estate,68610764800.0,11.881861,-0.379,0.014656325497955994,-0.03704566545717969,60.0,55.0,60.0,65.0,sector_proxy,True,imputed_from_sector(Real Estate)
GANGAFORGE.NS,GANGAFORGE.NS,Ganga Forging Limited,Industrials,493376160.0,183.00002,-0.041,0.02342400849187178,-0.02139035387755628,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
GANGESSECU.NS,GANGESSECU.NS,Ganges Securities Limited,Consumer Defensive,1641848576.0,32.17262,0.213,0.01552692160274089,0.07719388302277497,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GARFIBRES.NS,GARFIBRES.NS,Garware Technical Fibres Limited,Consumer Cyclical,77065043968.0,32.360302,0.046,0.01531901118220903,-0.01328757332930186,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GARUDA.NS,GARUDA.NS,GARUDA CONSTRUCT N ENG L,Industrials,19163807744.0,22.267027,,0.027988505258091708,0.050492138147951726,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
GATECH.NS,GATECH.NS,GACM Technologies Limited,Financial Services,781392704.0,6.888889,0.227,0.04915842581658711,-0.21518988869851452,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
GATECHDVR.NS,GATECHDVR.NS,GACM Technologies Limited,Financial Services,788288768.0,5.6666665,0.227,0.03046921863434236,-0.1355931980792756,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
GATEWAY.NS,GATEWAY.NS,Gateway Distriparks Limited,Industrials,30972858368.0,8.10196,-0.048,0.011170925551703605,-0.012900165018005394,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
GAYAHWS.NS,GAYAHWS.NS,Gayatri Highways Limited,Industrials,758568256.0,9.83871,1.39,0.04868077083192935,-0.10818716834024422,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
GCSL.NS,GCSL.NS,Gretex Corporate Services Limited,Financial Services,5627010048.0,,-0.874,0.050376939813961956,-0.06154428044599336,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
GEECEE.NS,GEECEE.NS,GeeCee Ventures Limited,Real Estate,7152692736.0,18.136314,0.058,0.027835486216125124,-0.08747486643398361,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
GEEKAYWIRE.NS,GEEKAYWIRE.NS,Geekay Wires Limited,Industrials,3603849472.0,10.7918625,0.179,0.018033702372334398,-0.011609539881986541,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
GEMAROMA.NS,GEMAROMA.NS,GEM AROMATICS LIMITED,Basic Materials,12231847936.0,22.889542,,0.03275054447421804,-0.07811022180271898,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GENCON.NS,GENCON.NS,Generic Engineering Construction and Projects Limited,Industrials,2419715328.0,25.822086,0.366,0.03787084498693577,-0.057334855225195325,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
GENESYS.NS,GENESYS.NS,Genesys International Corporation Limited,Technology,21510150144.0,35.482758,-0.723,0.038812125181114814,-0.02878716375648893,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
GENUSPAPER.NS,GENUSPAPER.NS,Genus Paper & Boards Limited,Basic Materials,4247720704.0,150.18182,-0.157,0.011882329769359793,-0.0570776240794485,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GENUSPOWER.NS,GENUSPOWER.NS,Genus Power Infrastructures Limited,Industrials,90017021952.0,20.77193,-0.067,0.017453106036995333,-0.06903604769399607,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
GEOJITFSL.NS,GEOJITFSL.NS,Geojit Financial Services Limited,Financial Services,20735766528.0,17.75359,0.249,0.02053407898358223,-0.05501082085796638,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
GESHIP.NS,GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,151054811136.0,7.430127,0.678,0.01965098025559944,0.039341894723109005,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
GFLLIMITED.NS,GFLLIMITED.NS,GFL Limited,Financial Services,7629082112.0,,-0.241,0.0328279453009513,0.10995680497001947,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
GHCL.NS,GHCL.NS,GHCL Limited,Basic Materials,61260369920.0,9.870744,-0.427,0.014071544863803805,0.06559157486404277,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GHCLTEXTIL.NS,GHCLTEXTIL.NS,GHCL Textiles Limited,Consumer Cyclical,7410765824.0,12.857379,-0.122,0.013882665204629581,-0.007806509023755792,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GICHSGFIN.NS,GICHSGFIN.NS,GIC Housing Finance Limited,Financial Services,9496596480.0,7.359231,0.684,0.00969755159986014,-0.010224760248419895,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
GICRE.NS,GICRE.NS,General Insurance Corporation of India,Financial Services,672811188224.0,7.859779,0.485,0.012431517517401198,0.06470421382406433,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
GILLANDERS.NS,GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,Consumer Defensive,2725444608.0,8.560138,0.307,0.024354620615789278,0.09456017268352257,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GILLETTE.NS,GILLETTE.NS,Gillette India Limited,Consumer Defensive,296997945344.0,55.627094,0.107,0.01240045647340292,-0.05851668216093375,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GINNIFILA.NS,GINNIFILA.NS,Ginni Filaments Limited,Consumer Cyclical,3860148736.0,24.877777,0.634,0.02249453275674464,0.020743101654163043,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GIPCL.NS,GIPCL.NS,Gujarat Industries Power Company Limited,Utilities,28233746432.0,13.786961,0.055,0.018156876239258577,-0.016282562462933248,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Utilities)
GKENERGY.NS,GKENERGY.NS,GK ENERGY LIMITED,Utilities,41616076800.0,31.231354,,0.04340418911372103,0.21993293946602321,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Utilities)
GKWLIMITED.NS,GKWLIMITED.NS,GKW Limited,Industrials,10254026752.0,,-0.41,0.015300421447571067,0.028609004884419642,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
GLAND.NS,GLAND.NS,Gland Pharma Limited,Healthcare,313432604672.0,40.649574,0.409,0.00930234366961898,-0.03568533184895306,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
GLAXO.NS,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,450298183680.0,47.33084,0.011,0.009317441008581796,-0.029252740831196222,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
GLENMARK.NS,GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,512222658560.0,68.10882,0.287,0.012191336909305942,-0.10617027663861378,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
GLFL.NS,GLFL.NS,Gujarat Lease Financing Limited,Financial Services,230026496.0,424.0,-0.741,0.0340068092027895,0.44217676482862167,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
GLOBAL.NS,GLOBAL.NS,Global Education Limited,Consumer Defensive,3347282688.0,13.20482,-0.885,0.022765040387285874,-0.003938117540986608,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GLOBALE.NS,GLOBALE.NS,Globale Tessile Limited,Consumer Cyclical,138893728.0,,,0.02003096734947774,-0.012167289129548453,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GLOBALVECT.NS,GLOBALVECT.NS,Global Vectra Helicorp Limited,Industrials,3132640000.0,,0.173,0.04442329275220489,0.06284138034603015,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
GLOBE.NS,GLOBE.NS,Globe Textiles (India) Limited,Consumer Cyclical,1053979904.0,9.75,-0.086,0.014447741797297051,0.06849308357518114,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GLOBECIVIL.NS,GLOBECIVIL.NS,GLOBE CIVIL PROJECTS LTD,Industrials,4308725760.0,27.965118,,0.024611279558762963,-0.015151523041010306,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
GLOBUSSPR.NS,GLOBUSSPR.NS,Globus Spirits Limited,Consumer Defensive,30941196288.0,122.35968,0.318,0.016704681247062446,-0.00982582237344598,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GLOSTERLTD.NS,GLOSTERLTD.NS,Gloster Limited,Consumer Cyclical,6919867392.0,,0.095,0.011554499211835009,-0.049033687890773,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GLOTTIS.NS,GLOTTIS.NS,GLOTTIS LIMITED,Industrials,7125195264.0,12.70346,,0.03266824514006465,-0.07484103308315337,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
GMBREW.NS,GMBREW.NS,G.M. Breweries Limited,Consumer Defensive,27651633152.0,19.30611,0.327,0.05394832421492954,0.6984284174763717,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GMDCLTD.NS,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Energy,184042504192.0,27.664913,0.357,0.03241170579379238,-0.03886078795202652,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Energy)
GMMPFAUDLR.NS,GMMPFAUDLR.NS,GMM Pfaudler Limited,Industrials,54492651520.0,132.9057,-0.075,0.02222882065318604,0.1311123583435847,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
GMRAIRPORT.NS,GMRAIRPORT.NS,GMR Airports Limited,Industrials,978711543808.0,,0.63,0.014429170221644428,0.04005834363555527,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
GMRP&UI.NS,GMRP&UI.NS,GMR Power And Urban Infra Limited,Energy,84614291456.0,51.0,0.723,0.028228957263758153,0.01693168239397358,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Energy)
GNA.NS,GNA.NS,G N A Axles Limited,Consumer Cyclical,13325719552.0,17.86989,0.213,0.012830544455541184,-0.023899390262627773,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GNFC.NS,GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,74836893696.0,13.294178,-0.244,0.009344422110420605,0.014036809941202044,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GOACARBON.NS,GOACARBON.NS,Goa Carbon Limited,Basic Materials,4187063808.0,,1.192,0.014145446919663834,0.026702555950777196,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GOCLCORP.NS,GOCLCORP.NS,GOCL Corporation Limited,Basic Materials,18163359744.0,16.6697,0.745,0.021620503836342737,0.025038414837903034,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GOCOLORS.NS,GOCOLORS.NS,Go Fashion (India) Limited,Consumer Cyclical,35235463168.0,40.52174,-0.079,0.013393832583542415,-0.059874612093201995,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
GODAVARIB.NS,GODAVARIB.NS,GODAVARI BIOREFINERIES L,Basic Materials,13976159232.0,125.85253,,0.03055830296345632,0.02449637468537369,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
GODFRYPHLP.NS,GODFRYPHLP.NS,Godfrey Phillips India Limited,Consumer Defensive,489501949952.0,36.846306,0.245,0.027620027630757774,-0.061823631936659185,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GODIGIT.NS,GODIGIT.NS,GO DIGIT GENERAL INS LTD,Financial Services,333097828352.0,72.43976,,0.014654353208610827,0.029243937232525052,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
GODREJAGRO.NS,GODREJAGRO.NS,Godrej Agrovet Limited,Consumer Defensive,127033303040.0,27.92812,-0.001,0.01521063732581722,-0.03955214733781731,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
GODREJCP.NS,GODREJCP.NS,Godrej Consumer Products Limited,Consumer Defensive,1141778284544.0,61.595802,0.252,0.010882747631460599,-0.06197439808103655,28.39,10.57,9.93,7.89,yahoo,False,yahoo
GODREJIND.NS,GODREJIND.NS,Godrej Industries Limited,Industrials,367484076032.0,36.463703,0.309,0.015826725766100468,-0.1011133819265464,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
